,name,category,address,tel,description,summary
6240,BLESSING OF GOD,Grossistes en alimentation,"C/N° 4101, Rond-point Ciné-Concorde, Rue après la Loterie, Sodjeatime Akpakpa - 05 BP 988 Cotonou - Bénin",+2290197482244,,Grossistes en alimentation
6241,CCT BENIN (COMPAGNIE DE COMMERCE ET DE TRANSACTION),Grossistes en alimentation,"C/ 590, Bd. St. Michel Saint Michel - 01 BP 6350 Cotonou - Bénin",Tel:+2290121323522,,Grossistes en alimentation
6242,CDPA (COMPTOIR DE DISTRIBUTION DE PRODUITS ALIMENTAIRES),Grossistes en alimentation,"C/N° 516-R, Gbena Saint Michel - 08 BP 665 Tri Postal Cotonou Cotonou - Bénin",Tel:+2290121322419,,Grossistes en alimentation
6243,CDR GROUP INTERNATIONAL,Grossistes en alimentation,Quartier Zongo-Nord Parakou - Bénin,+2290161738575,Cdr Group International est un agent manufacturier spécialisé dans la représentation et le marketing pour les plus grands fabricants mondiaux de produits agroalimentaire. Nous prenons en charge votre implantation au Bénin. Il n’a jamais été aussi simple et efficace de pénétrer un nouveau marché.,Grossistes en alimentationCdr Group International est un agent manufacturier spécialisé dans la représentation et le marketing pour les plus grands fabricants mondiaux de produits agroalimentaire. Nous prenons en charge votre implantation au Bénin. Il n’a jamais été aussi simple et efficace de pénétrer un nouveau marché.
6244,CENTRALE COOP (CENTRALE DES COOPERATIVES DE CONSOMMATION),Grossistes en alimentation,C/N° 117 Sodjatinmé - 01 BP 53 Cotonou - Bénin,Tel:+2290121330498,,Grossistes en alimentation
6245,CHICA SARL,Grossistes en alimentation,04 BP 1170 Cotonou - Bénin,Tel:+2290121315484,,Grossistes en alimentation
6246,CIPA,Grossistes en alimentation,12 Rue Jean Baptiste Colbert Abomey-Calavi - 10600 - Bénin,,,Grossistes en alimentation
6247,CUSTOMER COMPETING COMPANY,Grossistes en alimentation,"C/N° 662, Jericho Cotonou - Bénin",Tel:+2290121324420,,Grossistes en alimentation
6248,DEGUE MEOLA,Grossistes en alimentation,Bidossessi Abomey-Calavi - Bénin,+2290194465115,Grossiste de dèguè.,Grossistes en alimentationGrossiste de dèguè.
6249,ETABLISSEMENT LAURYNE LAURENCE,Grossistes en alimentation,Malanhoui-Kpôdô Adjarra - +229 - Bénin,+2290166053824,"Établissement Lauryne Laurence est un grossiste répartiteur de produits agroalimentaires et autres. Son activité principale consiste à acheter et à vendre en gros toute sorte de produits légaux. Il s'occupe aussi de la représentation des grandes enseignes dans la zone de Porto-Novo, Adjarra, Avrankou, Missérété et alentours.","Grossistes en alimentationÉtablissement Lauryne Laurence est un grossiste répartiteur de produits agroalimentaires et autres. Son activité principale consiste à acheter et à vendre en gros toute sorte de produits légaux. Il s'occupe aussi de la représentation des grandes enseignes dans la zone de Porto-Novo, Adjarra, Avrankou, Missérété et alentours."
6250,ETOILE BLANCHE,Grossistes en alimentation,"C/N°158, En face de ORABANK Missébo - 05 BP 609 Cotonou - Bénin",+2290197087700,,Grossistes en alimentation
6251,ETS CHRIST ATTIDZA,Grossistes en alimentation,Rue Okpê Oluwa Wologuêdè - Minonkpo - 08 BP 1073 Cotonou - Bénin,Tel:+2290121318025,,Grossistes en alimentation
6252,ETS FAIR-PLAY BUSINESS,Grossistes en alimentation,"Von de la Station Oil, Senade Cotonou - Bénin",+2290197271479,,Grossistes en alimentation
6253,GNC BENIN & FILS,Grossistes en alimentation,"C/N° 209- 230-D, Missebo 01 BP 745 Cotonou - Bénin",Tel:+2290121300411,,Grossistes en alimentation
6254,INDUSTRIE LAITIERE DU BENIN,Grossistes en alimentation,"Zongo , c/ 244 Av Van Vollen Hoven Plan E4 Page 172 Cotonou - Bénin",Tel:+2290121313766,,Grossistes en alimentation
6255,IRE OLOUWANI,Grossistes en alimentation,"Mson 851, non loin du carrefour Minontchou Akpakpa - 04 BP 0535 Cotonou - Bénin",+2290197694096,,Grossistes en alimentation
6256,LES FLEURETTE ET FILS,Grossistes en alimentation,En face de EPP Avotrou Akpakpa Cotonou - Bénin,+2290197219037,,Grossistes en alimentation
6257,LOTUS BLANC,Grossistes en alimentation,Non loin du carrefour Houenoussou Fidjrossè - 01 BP 710 Cotonou - Bénin,,,Grossistes en alimentation
6258,ADEGNIKE MERCI SEIGNEUR,"Huile (production, commercialisation)",Akonaboè Port-novo - 197 - Bénin,Tel:+2290164320920,Vente d'huile rouge.,"Huile (production, commercialisation)Vente d'huile rouge."
6259,AGRI-SILOE,"Huile (production, commercialisation)",- BP 72-493 Cotonou Abomey-Calavi - - - Bénin,+2290166955727,"Huiles extra vierges pressées à froid de Nemm, coco, palmiste et moringa.","Huile (production, commercialisation)Huiles extra vierges pressées à froid de Nemm, coco, palmiste et moringa."
6260,CHRISTI GROUP,"Huile (production, commercialisation)","Zogbadjè, petit portail de l'UAC Abomey-Calavi - Bénin",Tel:+2290157761722,"Nous revalorisons votre nutrition et rehaussons le goût et la qualité de vos plats en vous proposant la vraie huile d'arachide pression à froid à haute valeur nutritive ainsi que des galettes d'arachides multiformes et personnalisables à souhait pour donner un effet unique à vos réceptions, accueils, appéritifs et amuse bouche. Christi Group: La pure, la vraie, la purement vraie huile d'arachide.","Huile (production, commercialisation)Nous revalorisons votre nutrition et rehaussons le goût et la qualité de vos plats en vous proposant la vraie huile d'arachide pression à froid à haute valeur nutritive ainsi que des galettes d'arachides multiformes et personnalisables à souhait pour donner un effet unique à vos réceptions, accueils, appéritifs et amuse bouche. Christi Group: La pure, la vraie, la purement vraie huile d'arachide."
6261,D FASSI,"Huile (production, commercialisation)","Kpota /c:3766, dans le 12ème Arrondissement Fidjrossè Cotonou - BP 552 Cotonou - Bénin",,La société D-FASSI est propriétaire d’une industrie agroalimentaire de production de l'huile de coco.,"Huile (production, commercialisation)La société D-FASSI est propriétaire d’une industrie agroalimentaire de production de l'huile de coco."
6262,DAKIMO corporation SARL,"Huile (production, commercialisation)","PK 14, Route de Ouidah Godomey Abomey-Calavi - Bénin",+2290197523636,"Nous produisons et vendons des huiles vierges première pression à froid: l'huile de ricin, huile de Baobab, huile de nem, beurre de karité, l'huile de coco , l'huile d'arachide, l'huile de palme, l'huile de palmiste.","Huile (production, commercialisation)Nous produisons et vendons des huiles vierges première pression à froid: l'huile de ricin, huile de Baobab, huile de nem, beurre de karité, l'huile de coco , l'huile d'arachide, l'huile de palme, l'huile de palmiste."
6263,DONGA CAJU,"Huile (production, commercialisation)",- Djougou - Bénin,+2290195710205,,"Huile (production, commercialisation)"
6264,ENTREPRISE DE PLANTATION ET TRANSFORMATION DE PALME MAHOUDJRO GBENAGNON,"Huile (production, commercialisation)",ATLANTIQUE Abomey-Calavi - Bénin,+2290197021502,"L'entreprise de transformation de noix de palme MAHOUDJRO GBENAGNON est une entreprise spécialisée dans la plantation et transformation de noix de palme en huile rouge, de la production certifiée de maïs et niébé etc","Huile (production, commercialisation)L'entreprise de transformation de noix de palme MAHOUDJRO GBENAGNON est une entreprise spécialisée dans la plantation et transformation de noix de palme en huile rouge, de la production certifiée de maïs et niébé etc"
6265,ETS LEDEME,"Huile (production, commercialisation)","Rue d'akodeha, Maison KINNOU, Godomey Togoudo BP 135 womey Comè - Bénin",+2290164504690,"Production d'Huile de Palmiste, d'Huile de Palme, de Tourteaux de Palmiste, etc","Huile (production, commercialisation)Production d'Huile de Palmiste, d'Huile de Palme, de Tourteaux de Palmiste, etc"
6266,FLUDOR BENIN,"Huile (production, commercialisation)","Av. Mgr F. Steinmetz, Imm. Kougblénou Tokpa Hoho - 03 BP 4304 Cotonou - Bénin",Tel:+2290121316531,,"Huile (production, commercialisation)"
6267,GBEDAN,"Huile (production, commercialisation)",- Lokossa - Bénin,+2290194281426,Nous sommes spécialisés fabrication de l'huile palme et dans la puériculture.,"Huile (production, commercialisation)Nous sommes spécialisés fabrication de l'huile palme et dans la puériculture."
6268,HOUDEGLA ET FILS,"Huile (production, commercialisation)",- Abomey-Calavi - Bénin,+2290141740275,Vente de crédits GSM et autres articles,"Huile (production, commercialisation)Vente de crédits GSM et autres articles"
6269,HOUEMOND SARL,"Huile (production, commercialisation)",Porto-Novo Apro-Misserete - 00229 - Bénin,+2290197044010,HOUEMOND SARL est une entreprise spécialisée dans la production et la commercialisation de l'huile de palme(l'huile rouge). Une grossiste de taille.,"Huile (production, commercialisation)HOUEMOND SARL est une entreprise spécialisée dans la production et la commercialisation de l'huile de palme(l'huile rouge). Une grossiste de taille."
6270,HUILERIE ROYALE TED,"Huile (production, commercialisation)",C /Mènontin lot 2135 Parcelle B Abomey-Calavi - Bénin,Tel:++2290197733304,Notre société réduit la pénibilité du travail des femmes et propose des conditionnements adéquats aux marchés exigeants pour l'écoulement des produits finis dérivés de la noix de coco au Benin et à l'international.,"Huile (production, commercialisation)Notre société réduit la pénibilité du travail des femmes et propose des conditionnements adéquats aux marchés exigeants pour l'écoulement des produits finis dérivés de la noix de coco au Benin et à l'international."
6271,JDO HUILES,"Huile (production, commercialisation)",C/1252 gbedjromede Cotonou - Bénin,+2290196386804,Production des huiles végétales alimentaires et cosmétiques,"Huile (production, commercialisation)Production des huiles végétales alimentaires et cosmétiques"
6272,ODOUNYEMI,"Huile (production, commercialisation)",Adjegounle Pobè - Bénin,Tel:+2290196123584,,"Huile (production, commercialisation)"
6273,OYAYI COSMETIQUE NATURELLE,"Huile (production, commercialisation)","Avenue Steinmetz, 100m à l'entrée de la von en face de Fitheb Cotonou - Bénin",+2290196627168,OYAYI SARL est une entreprise leader dans la transformation des plantes aromatiques et médicinales en huiles essentielles au Bénin. OYAYI SARL propose également des produits cosmétiques naturels pour les peaux fragiles des bébés et des enfants.,"Huile (production, commercialisation)OYAYI SARL est une entreprise leader dans la transformation des plantes aromatiques et médicinales en huiles essentielles au Bénin. OYAYI SARL propose également des produits cosmétiques naturels pour les peaux fragiles des bébés et des enfants."
6274,PIECALO & FILS,"Huile (production, commercialisation)",Pharmacie Topkota davo Porto-Novo - 389 - Bénin,+2290167585089,Ventes des produits lubrifiants huiles à moteur.,"Huile (production, commercialisation)Ventes des produits lubrifiants huiles à moteur."
6275,SEDJROCOSMETIQUE,"Huile (production, commercialisation)",Djrègbé Porto-Novo - - - Bénin,Tel:+2290151115947,Ma société est spécialisée dans la production d'huile palmiste de qualité destinée à des fin cosmétiques notemment la production de savons.,"Huile (production, commercialisation)Ma société est spécialisée dans la production d'huile palmiste de qualité destinée à des fin cosmétiques notemment la production de savons."
6276,SHB (SOCIETE DES HUILERIES DU BENIN),"Huile (production, commercialisation)",Route d'Abomey BP 08 Bohicon - Bénin,+2290195790025,Production d'huile végétal,"Huile (production, commercialisation)Production d'huile végétal"
6277,STE HR SARL,"Huile (production, commercialisation)",Derrière la pharmacie de l’étoile rouge. Immeuble violet Cotonou - Bénin,+2290195105795,Service à la Personne ; Représentation commerciale. Production et Vente d’huile rouge (Zomi) - Vente de noix de palme et noix de palmiste - Vente de tourteaux de palme.,"Huile (production, commercialisation)Service à la Personne ; Représentation commerciale. Production et Vente d’huile rouge (Zomi) - Vente de noix de palme et noix de palmiste - Vente de tourteaux de palme."
6278,TAGNON,"Huile (production, commercialisation)",- Apro-Misserete - Bénin,+2290196153625,"Nous produisons à grande échelle l'huile palmiste, l'huile rouge, tourteaux palmiste, et des tonnes de coquilles d'huitres granulés.","Huile (production, commercialisation)Nous produisons à grande échelle l'huile palmiste, l'huile rouge, tourteaux palmiste, et des tonnes de coquilles d'huitres granulés."
6279,TCHAOU GROUP SERVICES E PRODUCTS SARL,"Huile (production, commercialisation)",Arconville Akassato Abomey-Calavi - 1393 - Bénin,Tel:+2290161162806,"TCHAOU GROUP SERVICES E PRODUCTS est une huilerie cosmétique spécialisée dans la production et la fourniture d'huiles végétales pressées à froid telles que l'huile de Baobab, Neem, Sésame, Avocat, Souchet, etc.","Huile (production, commercialisation)TCHAOU GROUP SERVICES E PRODUCTS est une huilerie cosmétique spécialisée dans la production et la fourniture d'huiles végétales pressées à froid telles que l'huile de Baobab, Neem, Sésame, Avocat, Souchet, etc."
6280,WEST AFRICAN TRADING VENTURES,"Huile (production, commercialisation)",C/707 Gbegamey Cotonou - 229 - Bénin,+2290160480084,Nous vendons en gros de l'huile rouge de la meilleure qualité.,"Huile (production, commercialisation)Nous vendons en gros de l'huile rouge de la meilleure qualité."
6281,YEYI BIO NATURE,"Huile (production, commercialisation)",- Porto-Novo - 00229 - Bénin,Tel:+2290191043434,"A YEYI BIO NATURE, nous avons sélectionné avec précision les principes actifs des plantes africaines et produisons pour votre bien-être et votre santé parfaite, des huiles essentielles, thés et infusions, des poudres et graines de plantes santé, du cosmétique réparateur.","Huile (production, commercialisation)A YEYI BIO NATURE, nous avons sélectionné avec précision les principes actifs des plantes africaines et produisons pour votre bien-être et votre santé parfaite, des huiles essentielles, thés et infusions, des poudres et graines de plantes santé, du cosmétique réparateur."
6282,ACCUEIL PAYSAN Sarl,Intrants agricoles,"Bd. du Canada, Imm. 136 Etoile Rouge - 02 BP 8006 Cotonou - Bénin",+2290195862241,Distributeurs des semences et autres intrants agricoles.,Intrants agricolesDistributeurs des semences et autres intrants agricoles.
6283,AGRINOTECH CONSEILS Sarl,Intrants agricoles,"Vers Pahou, face à la Phcie Sycomore, Mson Tossou Cococodji Cotonou - Bénin",+2290197357203,,Intrants agricoles
6284,BENIN SEMENCES SARL,Intrants agricoles,"Non loin du CEG Ste Rita, rue pavée allant vers carrefour 16 Wologuêdè - Minonkpo - 08 BP 885 Tri Postal Cotonou - Bénin",Tel:+2290121322282,,Intrants agricoles
6285,BIO PLANTES INNOVE,Intrants agricoles,"Quartier Gansosso, Kandi, Département de l’Alibori. Site de production à kandi-fo Kandi - Bénin",+2290147780268,"Fabrication et distribution d’engrais biologiques (liquide et poudre), pesticides bio, herbicides bio, accompagnement agricole","Intrants agricolesFabrication et distribution d’engrais biologiques (liquide et poudre), pesticides bio, herbicides bio, accompagnement agricole"
6286,BIO SERVICE,Intrants agricoles,C/870 Sikècodji - 07 BP 210 Cotonou - Bénin,+2290195951299,,Intrants agricoles
6287,ETS GEI-AFRICA Sarl,Intrants agricoles,- BP 59 Azove - Bénin,+2290197171642,Notre société est créée dans le but de répondre aux besoins des producteurs en intrants spécifiques agricoles afin d'impacter leur rendement.,Intrants agricolesNotre société est créée dans le but de répondre aux besoins des producteurs en intrants spécifiques agricoles afin d'impacter leur rendement.
